codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
78282,78282,78282,78282,78282,ACIDENTE,GUAPIAÇU,SP,****,30/10/2018,21:15:00,NÃO,ATIVA,0,1,NÃO
77329,77329,77329,77329,77329,INCIDENTE,SÃO PAULO,SP,SBMT,15/11/2017,21:15:00,SIM,FINALIZADA,0,1,NÃO
77333,77333,77333,77333,77333,ACIDENTE,ITÁPOLIS,SP,****,14/11/2017,21:15:00,SIM,FINALIZADA,0,1,NÃO
78079,78079,78079,78079,78079,ACIDENTE,SÃO PAULO,SP,SBMT,29/07/2018,21:15:00,NÃO,ATIVA,0,1,NÃO
79049,79049,79049,79049,79049,ACIDENTE,LEME,SP,****,03/01/2020,21:15:00,SIM,FINALIZADA,1,1,NÃO
77702,77702,77702,77702,77702,INCIDENTE,GUARULHOS,SP,SBGR,01/03/2018,21:12:00,SIM,FINALIZADA,0,1,NÃO
46677,46677,46677,46677,46677,INCIDENTE,GUARULHOS,SP,SBGR,27/10/2012,21:12:00,***,FINALIZADA,0,1,NÃO
46296,46296,46296,46296,46296,INCIDENTE,SÃO PAULO,SP,SBMT,25/08/2012,21:10:00,***,FINALIZADA,0,1,NÃO
67098,67098,67098,67098,67098,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,02/08/2017,21:10:00,SIM,FINALIZADA,0,1,SIM
79130,79130,79130,79130,79130,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,10/01/2020,21:09:00,SIM,FINALIZADA,0,1,NÃO
78884,78884,78884,78884,78884,INCIDENTE,BOITUVA,SP,SDCO,03/08/2019,21:09:00,SIM,FINALIZADA,0,1,NÃO
79437,79437,79437,79437,79437,ACIDENTE,SÃO PAULO,SP,****,08/07/2020,21:09:00,SIM,ATIVA,0,1,NÃO
78322,78322,78322,78322,78322,INCIDENTE,SÃO PAULO,SP,SBSP,20/11/2018,21:07:00,SIM,FINALIZADA,0,1,NÃO
53483,53483,53483,53483,53483,INCIDENTE,JUNDIAÍ,SP,SBJD,20/09/2015,21:05:00,***,FINALIZADA,0,1,NÃO
79249,79249,79249,79249,79249,INCIDENTE,CAMPINAS,SP,****,10/03/2020,23:51:00,NULL,FINALIZADA,0,1,NÃO
80147,80147,80147,80147,80147,INCIDENTE,CAMPINAS,SP,SBKP,22/06/2021,21:05:00,SIM,FINALIZADA,0,1,NÃO
77944,77944,77944,77944,77944,INCIDENTE,SÃO PAULO,SP,SBMT,09/06/2018,21:05:00,SIM,FINALIZADA,0,1,NÃO
78716,78716,78716,78716,78716,INCIDENTE,SÃO PAULO,SP,SBGR,30/04/2019,21:03:00,SIM,FINALIZADA,0,1,NÃO
79226,79226,79226,79226,79226,INCIDENTE,SÃO PAULO,SP,SBSP,03/02/2020,21:03:00,SIM,FINALIZADA,0,2,NÃO
53237,53237,53237,53237,53237,ACIDENTE,ARARAQUARA,SP,****,28/04/2015,21:00:00,***,NULL,0,1,NÃO
78240,78240,78240,78240,78240,ACIDENTE,GUARUJÁ,SP,*****,11/10/2018,21:00:00,NÃO,ATIVA,0,1,NÃO
53112,53112,53112,53112,53112,ACIDENTE,MOGI GUAÇU,SP,****,06/03/2015,21:00:00,***,FINALIZADA,1,1,NÃO
46593,46593,46593,46593,46593,ACIDENTE,AMERICANA,SP,SDAI,23/11/2012,21:00:00,***,NULL,0,1,NÃO
46780,46780,46780,46780,46780,ACIDENTE,SANTA FÉ DO SUL,SP,****,29/12/2012,21:00:00,***,NULL,0,1,NÃO
79479,79479,79479,79479,79479,INCIDENTE,JUNDIAÍ,SP,SBJD,10/08/2020,21:00:00,SIM,FINALIZADA,0,1,NÃO
78746,78746,78746,78746,78746,ACIDENTE,IBIRÁ,SP,SWYV,22/06/2019,21:00:00,SIM,FINALIZADA,0,1,NÃO
77483,77483,77483,77483,77483,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,27/09/2017,21:00:00,SIM,FINALIZADA,0,1,NÃO
77773,77773,77773,77773,77773,ACIDENTE,BRAGANÇA PAULISTA,SP,****,25/03/2018,21:00:00,SIM,NULL,0,1,NÃO
51596,51596,51596,51596,51596,ACIDENTE,ITAÍ,SP,****,30/06/2014,21:00:00,SIM,FINALIZADA,0,1,NÃO
78810,78810,78810,78810,78810,INCIDENTE,GUARULHOS,SP,SBGR,04/05/2019,21:00:00,SIM,FINALIZADA,0,1,NÃO
53150,53150,53150,53150,53150,ACIDENTE,MOGI MIRIM,SP,SDMJ,31/01/2014,21:00:00,***,NULL,0,1,NÃO
52813,52813,52813,52813,52813,ACIDENTE,ATIBAIA,SP,SDTB,20/12/2014,21:00:00,***,NULL,0,1,NÃO
46784,46784,46784,46784,46784,INCIDENTE,CAMPINAS,SP,SBKP,05/01/2013,21:00:00,***,FINALIZADA,0,1,NÃO
51141,51141,51141,51141,51141,INCIDENTE,JUNDIAÍ,SP,SBJD,21/01/2014,21:00:00,***,FINALIZADA,0,1,NÃO
79474,79474,79474,79474,79474,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,06/08/2020,20:55:00,SIM,FINALIZADA,0,1,SIM
80287,80287,80287,80287,80287,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,25/08/2021,20:55:00,SIM,FINALIZADA,0,1,NÃO
80129,80129,80129,80129,80129,INCIDENTE,SÃO ROQUE,SP,*****,17/06/2021,20:53:00,SIM,FINALIZADA,0,1,NÃO
52264,52264,52264,52264,52264,ACIDENTE,CAMPINAS,SP,SDAM,11/08/2014,20:52:00,SIM,FINALIZADA,0,1,NÃO
78912,78912,78912,78912,78912,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,25/08/2019,20:50:00,SIM,FINALIZADA,0,1,NÃO
53473,53473,53473,53473,53473,ACIDENTE,MIRASSOL,SP,SDMH,21/08/2015,20:50:00,***,NULL,0,1,NÃO
80382,80382,80382,80382,80382,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,16/11/2021,20:50:00,SIM,FINALIZADA,0,1,SIM
79877,79877,79877,79877,79877,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,02/02/2021,20:50:00,SIM,FINALIZADA,0,1,NÃO
45656,45656,45656,45656,45656,INCIDENTE,JUNDIAÍ,SP,SBJD,07/02/2012,20:50:00,***,FINALIZADA,0,1,NÃO
47651,47651,47651,47651,47651,ACIDENTE,COSMÓPOLIS,SP,****,19/04/2013,20:50:00,***,NULL,0,1,NÃO
60651,60651,60651,60651,60651,ACIDENTE,IGARAPAVA,SP,****,08/01/2016,20:50:00,SIM,FINALIZADA,0,1,NÃO
52591,52591,52591,52591,52591,INCIDENTE,CAMPINAS,SP,SDAM,10/09/2014,20:50:00,***,FINALIZADA,0,1,NÃO
66083,66083,66083,66083,66083,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,02/12/2016,20:46:00,SIM,NULL,0,1,NÃO
66760,66760,66760,66760,66760,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,12/05/2017,20:46:00,SIM,FINALIZADA,0,1,NÃO
45469,45469,45469,45469,45469,INCIDENTE,PIRACICABA,SP,SDPW,06/02/2012,20:45:00,***,FINALIZADA,0,1,NÃO
47099,47099,47099,47099,47099,INCIDENTE,CAMPINAS,SP,****,06/02/2013,20:45:00,***,FINALIZADA,0,1,NÃO
51000,51000,51000,51000,51000,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,29/03/2014,20:45:00,SIM,FINALIZADA,0,1,NÃO
66089,66089,66089,66089,66089,INCIDENTE,GUARULHOS,SP,SBGR,07/12/2016,20:45:00,SIM,FINALIZADA,0,1,NÃO
78530,78530,78530,78530,78530,INCIDENTE,SÃO PAULO,SP,SBSP,10/02/2019,20:45:00,SIM,FINALIZADA,0,1,NÃO
53224,53224,53224,53224,53224,ACIDENTE,CATANDUVA,SP,****,16/04/2015,20:45:00,SIM,FINALIZADA,1,1,NÃO
79567,79567,79567,79567,79567,ACIDENTE,UBATUBA,SP,SDUB,01/05/2018,20:45:00,SIM,ATIVA,0,1,NÃO
45749,45749,45749,45749,45749,ACIDENTE,GUARATINGUETÁ,SP,SBGW,15/04/2012,20:45:00,SIM,FINALIZADA,0,1,NÃO
49479,49479,49479,49479,49479,ACIDENTE,JALES,SP,SDJL,08/08/2013,20:45:00,***,NULL,0,1,NÃO
45651,45651,45651,45651,45651,INCIDENTE GRAVE,ITU,SP,****,24/03/2012,20:45:00,***,FINALIZADA,1,1,NÃO
51016,51016,51016,51016,51016,INCIDENTE GRAVE,SOROCABA,SP,SDCO,21/02/2014,20:44:00,***,NULL,0,1,NÃO
80187,80187,80187,80187,80187,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/07/2021,20:43:00,SIM,FINALIZADA,0,1,NÃO
78220,78220,78220,78220,78220,INCIDENTE,GUARATINGUETÁ,SP,SBGW,28/09/2018,20:42:00,SIM,FINALIZADA,0,1,NÃO
65990,65990,65990,65990,65990,INCIDENTE,CAMPINAS,SP,SBKP,10/11/2016,20:40:00,SIM,FINALIZADA,0,1,NÃO
51420,51420,51420,51420,51420,ACIDENTE,ITANHAÉM,SP,****,30/01/2014,20:40:00,***,NULL,0,1,NÃO
46279,46279,46279,46279,46279,INCIDENTE GRAVE,ITÁPOLIS,SP,SDIO,15/08/2012,20:40:00,***,FINALIZADA,0,1,NÃO
47311,47311,47311,47311,47311,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,25/03/2013,20:40:00,***,FINALIZADA,0,1,NÃO
45797,45797,45797,45797,45797,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,26/03/2012,20:38:00,***,FINALIZADA,0,1,NÃO
77910,77910,77910,77910,77910,ACIDENTE,ITANHAÉM,SP,****,23/05/2018,20:38:00,SIM,NULL,0,1,NÃO
50153,50153,50153,50153,50153,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/10/2013,20:36:00,***,FINALIZADA,0,1,NÃO
51887,51887,51887,51887,51887,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,****,31/03/2013,20:35:00,***,FINALIZADA,0,1,NÃO
47665,47665,47665,47665,47665,ACIDENTE,BOA ESPERANÇA DO SUL,SP,****,18/04/2013,20:35:00,***,FINALIZADA,0,1,NÃO
53633,53633,53633,53633,53633,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,24/11/2015,20:31:00,***,FINALIZADA,0,1,NÃO
46630,46630,46630,46630,46630,ACIDENTE,JAÚ,SP,SDMV,01/12/2012,20:30:00,SIM,FINALIZADA,0,1,NÃO
80124,80124,80124,80124,80124,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,10/06/2021,20:30:00,SIM,ATIVA,0,1,NÃO
50353,50353,50353,50353,50353,ACIDENTE,ATIBAIA,SP,SDVH,07/12/2013,20:30:00,***,NULL,0,1,NÃO
79436,79436,79436,79436,79436,ACIDENTE,GUARULHOS,SP,****,09/07/2020,20:30:00,SIM,ATIVA,0,1,NÃO
50248,50248,50248,50248,50248,ACIDENTE,TUPI PAULISTA,SP,SDTI,15/12/2013,20:30:00,SIM,FINALIZADA,0,1,NÃO
53232,53232,53232,53232,53232,ACIDENTE,TIETÊ,SP,SDET,01/05/2015,20:30:00,***,FINALIZADA,1,1,NÃO
79798,79798,79798,79798,79798,ACIDENTE,GUARÁ,SP,****,05/01/2021,20:30:00,SIM,ATIVA,0,1,NÃO
80425,80425,80425,80425,80425,INCIDENTE,SÃO PAULO,SP,SBSP,09/12/2021,20:30:00,SIM,FINALIZADA,0,1,NÃO
53191,53191,53191,53191,53191,ACIDENTE,ÁLVARES MACHADO,SP,SDEM,04/04/2015,20:30:00,***,NULL,0,1,NÃO
49623,49623,49623,49623,49623,INCIDENTE,CAMPINAS,SP,****,08/09/2013,23:49:00,***,FINALIZADA,0,1,NÃO
77866,77866,77866,77866,77866,ACIDENTE,VINHEDO,SP,****,05/05/2018,20:30:00,SIM,FINALIZADA,0,1,NÃO
50712,50712,50712,50712,50712,ACIDENTE,AMERICANA,SP,SDAI,14/10/2012,20:30:00,***,NULL,0,1,NÃO
79275,79275,79275,79275,79275,INCIDENTE,SÃO VICENTE,SP,****,01/04/2020,20:30:00,SIM,FINALIZADA,0,1,NÃO
52637,52637,52637,52637,52637,ACIDENTE,BOITUVA,SP,SDOI,16/10/2014,20:30:00,NULL,FINALIZADA,0,1,NÃO
52073,52073,52073,52073,52073,INCIDENTE,SÃO SEBASTIÃO,SP,****,27/12/2012,20:30:00,***,FINALIZADA,0,1,NÃO
45897,45897,45897,45897,45897,INCIDENTE,JUNDIAÍ,SP,SBJD,03/06/2012,20:28:00,***,FINALIZADA,0,1,NÃO
51133,51133,51133,51133,51133,INCIDENTE,CAMPINAS,SP,****,15/01/2014,20:28:00,***,FINALIZADA,0,1,NÃO
45746,45746,45746,45746,45746,ACIDENTE,FRANCA,SP,****,13/04/2012,20:25:00,***,NULL,0,1,NÃO
47304,47304,47304,47304,47304,INCIDENTE,BOTUCATU,SP,SDBK,27/03/2013,20:25:00,***,FINALIZADA,0,1,NÃO
80092,80092,80092,80092,80092,ACIDENTE,RIBEIRÃO PRETO,SP,SDUL,13/05/2021,20:25:00,SIM,ATIVA,0,1,NÃO
79304,79304,79304,79304,79304,INCIDENTE,JUNDIAÍ,SP,SBJD,14/04/2020,20:25:00,SIM,FINALIZADA,0,1,NÃO
77842,77842,77842,77842,77842,INCIDENTE,JUNDIAÍ,SP,SBJD,05/04/2018,20:23:00,SIM,FINALIZADA,0,1,NÃO
47057,47057,47057,47057,47057,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,21/02/2013,20:21:00,***,FINALIZADA,0,1,NÃO
51052,51052,51052,51052,51052,INCIDENTE GRAVE,BATATAIS,SP,SDBA,04/02/2014,20:20:00,***,FINALIZADA,0,1,NÃO
51472,51472,51472,51472,51472,INCIDENTE,SÃO PAULO,SP,SBMT,14/05/2014,20:20:00,***,FINALIZADA,0,1,NÃO
48696,48696,48696,48696,48696,INCIDENTE,ATIBAIA,SP,SDTB,01/06/2013,20:20:00,***,FINALIZADA,0,1,NÃO
46022,46022,46022,46022,46022,INCIDENTE,MOGI DAS CRUZES,SP,****,22/06/2012,20:20:00,***,FINALIZADA,0,1,NÃO
52058,52058,52058,52058,52058,INCIDENTE,BAURU,SP,SBBU,04/04/2012,20:20:00,***,FINALIZADA,0,1,NÃO
45757,45757,45757,45757,45757,ACIDENTE,JUNDIAÍ,SP,SBJD,20/04/2012,20:20:00,SIM,FINALIZADA,2,1,NÃO
66962,66962,66962,66962,66962,ACIDENTE,UBATUBA,SP,SDUB,04/07/2017,20:20:00,SIM,FINALIZADA,0,1,SIM
65421,65421,65421,65421,65421,ACIDENTE,BOTUCATU,SP,****,08/07/2016,20:20:00,SIM,FINALIZADA,0,1,NÃO
60844,60844,60844,60844,60844,ACIDENTE,AMERICANA,SP,SDAI,03/03/2016,20:20:00,SIM,FINALIZADA,0,1,SIM
80088,80088,80088,80088,80088,INCIDENTE,SÃO PAULO,SP,SBMT,25/04/2021,20:18:00,SIM,FINALIZADA,0,1,NÃO
79424,79424,79424,79424,79424,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,05/07/2020,20:16:00,SIM,FINALIZADA,0,1,NÃO
49155,49155,49155,49155,49155,ACIDENTE,UBATUBA,SP,SDUB,05/07/2013,20:15:00,***,NULL,0,1,NÃO
45941,45941,45941,45941,45941,INCIDENTE GRAVE,SALTO DE PIRAPORA,SP,SDBN,25/05/2012,20:15:00,SIM,FINALIZADA,0,1,SIM
49194,49194,49194,49194,49194,ACIDENTE,SÃO PAULO,SP,****,31/07/2013,20:15:00,SIM,FINALIZADA,0,1,NÃO
78110,78110,78110,78110,78110,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,11/08/2018,20:15:00,SIM,FINALIZADA,0,1,SIM
78792,78792,78792,78792,78792,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,18/10/2019,20:15:00,SIM,ATIVA,0,1,NÃO
50319,50319,50319,50319,50319,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,18/12/2013,20:14:00,***,FINALIZADA,0,1,NÃO
80203,80203,80203,80203,80203,ACIDENTE,TUPI PAULISTA,SP,****,24/07/2021,20:10:00,SIM,ATIVA,0,1,NÃO
49892,49892,49892,49892,49892,ACIDENTE,PROMISSÃO,SP,****,14/10/2013,20:10:00,SIM,FINALIZADA,1,1,NÃO
77498,77498,77498,77498,77498,INCIDENTE,SÃO PAULO,SP,SIBH,22/09/2017,20:10:00,SIM,FINALIZADA,0,2,NÃO
66987,66987,66987,66987,66987,ACIDENTE,BARRETOS,SP,****,11/07/2017,20:10:00,SIM,FINALIZADA,0,1,NÃO
79580,79580,79580,79580,79580,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,01/10/2020,20:08:00,NÃO,ATIVA,0,1,NÃO
80041,80041,80041,80041,80041,INCIDENTE,GUARULHOS,SP,SBGR,14/03/2021,20:08:00,SIM,FINALIZADA,0,1,NÃO
79575,79575,79575,79575,79575,INCIDENTE,SÃO PAULO,SP,SBSP,01/10/2020,20:05:00,SIM,FINALIZADA,0,1,NÃO
53451,53451,53451,53451,53451,INCIDENTE,JUNDIAÍ,SP,SBJD,23/08/2015,20:05:00,***,FINALIZADA,0,1,NÃO
80371,80371,80371,80371,80371,INCIDENTE,CAMPINAS,SP,SBKP,29/10/2021,20:05:00,SIM,FINALIZADA,0,1,NÃO
77942,77942,77942,77942,77942,ACIDENTE,BIRIGUI,SP,SJWQ,08/06/2018,20:05:00,SIM,FINALIZADA,0,1,SIM
45653,45653,45653,45653,45653,INCIDENTE GRAVE,GUARULHOS,SP,SBGR,24/02/2012,20:04:00,***,FINALIZADA,0,1,NÃO
79276,79276,79276,79276,79276,INCIDENTE,ITAÍ,SP,****,01/04/2020,20:01:00,SIM,FINALIZADA,0,1,NÃO
47939,47939,47939,47939,47939,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,25/04/2013,20:01:00,***,FINALIZADA,0,1,NÃO
78930,78930,78930,78930,78930,INCIDENTE,SÃO PAULO,SP,SBMT,10/09/2019,20:01:00,SIM,FINALIZADA,0,1,NÃO
78310,78310,78310,78310,78310,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,16/11/2018,20:00:00,SIM,FINALIZADA,0,1,NÃO
66434,66434,66434,66434,66434,INCIDENTE,GUARULHOS,SP,SBGR,15/02/2017,20:00:00,SIM,FINALIZADA,0,1,NÃO
78762,78762,78762,78762,78762,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,21/07/2019,20:00:00,SIM,FINALIZADA,0,1,NÃO
46734,46734,46734,46734,46734,ACIDENTE,SÃO PAULO,SP,****,16/12/2012,20:00:00,SIM,FINALIZADA,2,1,NÃO
79879,79879,79879,79879,79879,INCIDENTE,GUARULHOS,SP,SBGR,07/02/2021,20:00:00,SIM,FINALIZADA,0,1,NÃO
46782,46782,46782,46782,46782,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,03/01/2013,20:00:00,***,FINALIZADA,0,1,NÃO
78942,78942,78942,78942,78942,INCIDENTE,GUARULHOS,SP,*****,22/09/2019,23:48:00,NULL,FINALIZADA,0,1,NÃO
50561,50561,50561,50561,50561,INCIDENTE,SÃO PAULO,SP,****,05/12/2013,20:00:00,***,FINALIZADA,0,1,NÃO
47146,47146,47146,47146,47146,INCIDENTE,GUARULHOS,SP,SBGR,05/03/2013,23:45:00,***,FINALIZADA,0,1,NÃO
53195,53195,53195,53195,53195,ACIDENTE,CARAPICUÍBA,SP,****,02/04/2015,20:00:00,***,FINALIZADA,5,1,NÃO
50354,50354,50354,50354,50354,ACIDENTE,ITAPEVA,SP,SDYW,10/12/2013,20:00:00,***,NULL,0,1,NÃO
46216,46216,46216,46216,46216,INCIDENTE,JUNDIAÍ,SP,SBJD,03/08/2012,20:00:00,***,FINALIZADA,0,1,NÃO
51421,51421,51421,51421,51421,INCIDENTE,ATIBAIA,SP,SDTB,01/02/2014,20:00:00,***,FINALIZADA,0,1,NÃO
66406,66406,66406,66406,66406,ACIDENTE,BOTUCATU,SP,****,11/02/2017,20:00:00,SIM,NULL,0,1,NÃO
49154,49154,49154,49154,49154,ACIDENTE,NOVA INDEPENDÊNCIA,SP,****,25/07/2013,20:00:00,***,FINALIZADA,0,1,NÃO
79213,79213,79213,79213,79213,ACIDENTE,RIO CLARO,SP,SDRK,05/03/2020,20:00:00,SIM,FINALIZADA,5,1,NÃO
47298,47298,47298,47298,47298,ACIDENTE,PEREIRA BARRETO,SP,SNXI,31/03/2013,23:43:00,***,NULL,0,1,NÃO
47351,47351,47351,47351,47351,ACIDENTE,VITÓRIA BRASIL,SP,****,18/03/2013,20:00:00,SIM,FINALIZADA,0,1,NÃO
46910,46910,46910,46910,46910,INCIDENTE,UBATUBA,SP,****,29/12/2012,20:00:00,***,FINALIZADA,0,1,NÃO
78780,78780,78780,78780,78780,ACIDENTE,ATIBAIA,SP,SDTB,07/09/2019,20:00:00,SIM,ATIVA,0,1,SIM
79412,79412,79412,79412,79412,INCIDENTE GRAVE,QUADRA,SP,SIVQ,20/06/2020,20:00:00,SIM,FINALIZADA,0,1,NÃO
79327,79327,79327,79327,79327,ACIDENTE,BIRIGUI,SP,****,18/04/2020,20:00:00,SIM,ATIVA,0,1,NÃO
77572,77572,77572,77572,77572,ACIDENTE,ITAÍ,SP,SDEE,03/09/2017,20:00:00,SIM,NULL,0,1,NÃO
52714,52714,52714,52714,52714,INCIDENTE,RIBEIRÃO PRETO,SP,****,03/10/2014,20:00:00,***,FINALIZADA,0,1,NÃO
78789,78789,78789,78789,78789,ACIDENTE,IPAUSSU,SP,****,30/09/2019,20:00:00,SIM,ATIVA,0,1,NÃO
79968,79968,79968,79968,79968,INCIDENTE GRAVE,IGARATÁ,SP,****,13/03/2021,20:00:00,SIM,ATIVA,0,1,NÃO
46617,46617,46617,46617,46617,INCIDENTE,SÃO PAULO,SP,SBMT,23/11/2012,20:00:00,***,FINALIZADA,0,1,NÃO
77764,77764,77764,77764,77764,INCIDENTE,SÃO PAULO,SP,SBSP,21/03/2018,20:00:00,SIM,FINALIZADA,0,1,NÃO
78605,78605,78605,78605,78605,ACIDENTE,CAIABU,SP,SDQG,21/03/2019,20:00:00,SIM,ATIVA,0,1,SIM
65825,65825,65825,65825,65825,ACIDENTE,NOVA ODESSA,SP,SIQK,16/10/2016,20:00:00,SIM,NULL,0,1,NÃO
52971,52971,52971,52971,52971,ACIDENTE,JABOTICABAL,SP,SDJC,24/01/2015,20:00:00,***,NULL,0,1,NÃO
53402,53402,53402,53402,53402,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSP,10/07/2015,19:58:00,***,FINALIZADA,0,1,NÃO
80103,80103,80103,80103,80103,ACIDENTE,NOVO HORIZONTE,SP,****,28/05/2021,19:58:00,SIM,FINALIZADA,0,1,NÃO
80091,80091,80091,80091,80091,ACIDENTE,GAVIÃO PEIXOTO,SP,SBGP,13/05/2021,19:57:00,SIM,FINALIZADA,0,1,NÃO
80421,80421,80421,80421,80421,INCIDENTE,SÃO PAULO,SP,SBSP,29/11/2021,19:55:00,SIM,FINALIZADA,0,1,NÃO
66037,66037,66037,66037,66037,INCIDENTE,SÃO PAULO,SP,SBMT,28/10/2016,19:53:00,SIM,FINALIZADA,0,1,NÃO
80424,80424,80424,80424,80424,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,07/12/2021,19:51:00,SIM,FINALIZADA,0,1,NÃO
51317,51317,51317,51317,51317,INCIDENTE,BOTUCATU,SP,SDBK,22/03/2014,19:50:00,***,FINALIZADA,0,1,NÃO
46159,46159,46159,46159,46159,INCIDENTE,SÃO PAULO,SP,SBMT,11/07/2012,19:50:00,***,FINALIZADA,0,1,NÃO
65916,65916,65916,65916,65916,INCIDENTE,CAMPINAS,SP,SBKP,28/10/2016,19:50:00,SIM,FINALIZADA,0,1,NÃO
79232,79232,79232,79232,79232,ACIDENTE,TABOÃO DA SERRA,SP,****,09/03/2020,19:50:00,SIM,ATIVA,0,1,NÃO
51540,51540,51540,51540,51540,INCIDENTE,NOVA GRANADA,SP,****,15/06/2014,19:50:00,***,FINALIZADA,0,1,NÃO
79439,79439,79439,79439,79439,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,11/07/2020,19:50:00,SIM,FINALIZADA,0,2,NÃO
52309,52309,52309,52309,52309,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/08/2014,19:49:00,***,FINALIZADA,0,1,NÃO
78972,78972,78972,78972,78972,INCIDENTE,CAMPINAS,SP,SBKP,17/10/2019,19:47:00,NULL,FINALIZADA,0,1,NÃO
77719,77719,77719,77719,77719,INCIDENTE,SÃO PAULO,SP,SBSP,17/02/2018,19:46:00,SIM,FINALIZADA,0,1,NÃO
80208,80208,80208,80208,80208,INCIDENTE,SÃO PAULO,SP,SBMT,27/07/2021,19:45:00,SIM,FINALIZADA,0,1,NÃO
45865,45865,45865,45865,45865,INCIDENTE,ITÁPOLIS,SP,****,18/05/2012,19:45:00,***,FINALIZADA,0,1,NÃO
78859,78859,78859,78859,78859,INCIDENTE,SÃO PAULO,SP,SSUB,30/06/2019,19:45:00,SIM,FINALIZADA,0,1,NÃO
65716,65716,65716,65716,65716,ACIDENTE,VOTUPORANGA,SP,SDVG,18/09/2016,19:45:00,SIM,FINALIZADA,0,1,SIM
80114,80114,80114,80114,80114,INCIDENTE GRAVE,LINS,SP,SWXQ,05/06/2021,19:43:00,SIM,FINALIZADA,0,1,SIM
79462,79462,79462,79462,79462,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,03/03/2020,19:42:00,SIM,FINALIZADA,0,1,NÃO
61000,61000,61000,61000,61000,INCIDENTE,SÃO PAULO,SP,SBSP,14/04/2016,19:42:00,SIM,FINALIZADA,0,1,NÃO
52281,52281,52281,52281,52281,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,12/09/2014,19:41:00,***,NULL,0,1,NÃO
60712,60712,60712,60712,60712,INCIDENTE,SÃO PAULO,SP,SBMT,28/01/2016,19:40:00,SIM,FINALIZADA,0,1,NÃO
45899,45899,45899,45899,45899,ACIDENTE,RIO CLARO,SP,SDRK,03/06/2012,19:40:00,SIM,FINALIZADA,0,1,NÃO
78140,78140,78140,78140,78140,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,21/08/2018,19:40:00,SIM,NULL,0,1,NÃO
65450,65450,65450,65450,65450,INCIDENTE,SÃO PAULO,SP,SBGR,26/07/2016,19:40:00,SIM,FINALIZADA,0,1,NÃO
77899,77899,77899,77899,77899,INCIDENTE,SÃO PAULO,SP,SBMT,17/05/2018,19:40:00,SIM,FINALIZADA,0,1,NÃO
53211,53211,53211,53211,53211,INCIDENTE,BAURU,SP,SBBU,30/03/2015,19:40:00,***,FINALIZADA,0,1,NÃO
51151,51151,51151,51151,51151,INCIDENTE,SÃO PAULO,SP,SBMT,26/01/2014,19:40:00,***,FINALIZADA,0,1,NÃO
48691,48691,48691,48691,48691,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,26/02/2013,19:40:00,***,FINALIZADA,0,1,NÃO
60994,60994,60994,60994,60994,INCIDENTE,SÃO PAULO,SP,SBMT,13/04/2016,19:40:00,SIM,FINALIZADA,0,1,NÃO
